group,full,best,name,display,db_schema,db_table,db_column,is_hybrid
Emission Lines,spaxelprop.ha_to_hb,True,ha_to_hb,Ha/Hb Ratio,mangadapdb,spaxelprop6,ha_to_hb,True
Emission Lines,spaxelprop.emline_gew_ha_6564,False,emline_gew_ha_6564,Emline_Gew_Ha_6564,mangadapdb,spaxelprop6,emline_gew_ha_6564,False
Emission Lines,spaxelprop.emline_gew_hb_4862,False,emline_gew_hb_4862,Emline_Gew_Hb_4862,mangadapdb,spaxelprop6,emline_gew_hb_4862,False
Emission Lines,spaxelprop.emline_gew_hdel_4102,False,emline_gew_hdel_4102,Emline_Gew_Hdel_4102,mangadapdb,spaxelprop6,emline_gew_hdel_4102,False
Emission Lines,spaxelprop.emline_gew_hei_5877,False,emline_gew_hei_5877,Emline_Gew_Hei_5877,mangadapdb,spaxelprop6,emline_gew_hei_5877,False
Emission Lines,spaxelprop.emline_gew_heii_4687,False,emline_gew_heii_4687,Emline_Gew_Heii_4687,mangadapdb,spaxelprop6,emline_gew_heii_4687,False
Emission Lines,spaxelprop.emline_gew_heps_3971,False,emline_gew_heps_3971,Emline_Gew_Heps_3971,mangadapdb,spaxelprop6,emline_gew_heps_3971,False
Emission Lines,spaxelprop.emline_gew_heta_3836,False,emline_gew_heta_3836,Emline_Gew_Heta_3836,mangadapdb,spaxelprop6,emline_gew_heta_3836,False
Emission Lines,spaxelprop.emline_gew_hgam_4341,False,emline_gew_hgam_4341,Emline_Gew_Hgam_4341,mangadapdb,spaxelprop6,emline_gew_hgam_4341,False
Emission Lines,spaxelprop.emline_gew_hthe_3798,False,emline_gew_hthe_3798,Emline_Gew_Hthe_3798,mangadapdb,spaxelprop6,emline_gew_hthe_3798,False
Emission Lines,spaxelprop.emline_gew_hzet_3890,False,emline_gew_hzet_3890,Emline_Gew_Hzet_3890,mangadapdb,spaxelprop6,emline_gew_hzet_3890,False
Emission Lines,spaxelprop.emline_gew_ivar_ha_6564,False,emline_gew_ivar_ha_6564,Emline_Gew_Ivar_Ha_6564,mangadapdb,spaxelprop6,emline_gew_ivar_ha_6564,False
Emission Lines,spaxelprop.emline_gew_ivar_hb_4862,False,emline_gew_ivar_hb_4862,Emline_Gew_Ivar_Hb_4862,mangadapdb,spaxelprop6,emline_gew_ivar_hb_4862,False
Emission Lines,spaxelprop.emline_gew_ivar_hdel_4102,False,emline_gew_ivar_hdel_4102,Emline_Gew_Ivar_Hdel_4102,mangadapdb,spaxelprop6,emline_gew_ivar_hdel_4102,False
Emission Lines,spaxelprop.emline_gew_ivar_hei_5877,False,emline_gew_ivar_hei_5877,Emline_Gew_Ivar_Hei_5877,mangadapdb,spaxelprop6,emline_gew_ivar_hei_5877,False
Emission Lines,spaxelprop.emline_gew_ivar_heii_4687,False,emline_gew_ivar_heii_4687,Emline_Gew_Ivar_Heii_4687,mangadapdb,spaxelprop6,emline_gew_ivar_heii_4687,False
Emission Lines,spaxelprop.emline_gew_ivar_heps_3971,False,emline_gew_ivar_heps_3971,Emline_Gew_Ivar_Heps_3971,mangadapdb,spaxelprop6,emline_gew_ivar_heps_3971,False
Emission Lines,spaxelprop.emline_gew_ivar_heta_3836,False,emline_gew_ivar_heta_3836,Emline_Gew_Ivar_Heta_3836,mangadapdb,spaxelprop6,emline_gew_ivar_heta_3836,False
Emission Lines,spaxelprop.emline_gew_ivar_hgam_4341,False,emline_gew_ivar_hgam_4341,Emline_Gew_Ivar_Hgam_4341,mangadapdb,spaxelprop6,emline_gew_ivar_hgam_4341,False
Emission Lines,spaxelprop.emline_gew_ivar_hthe_3798,False,emline_gew_ivar_hthe_3798,Emline_Gew_Ivar_Hthe_3798,mangadapdb,spaxelprop6,emline_gew_ivar_hthe_3798,False
Emission Lines,spaxelprop.emline_gew_ivar_hzet_3890,False,emline_gew_ivar_hzet_3890,Emline_Gew_Ivar_Hzet_3890,mangadapdb,spaxelprop6,emline_gew_ivar_hzet_3890,False
Emission Lines,spaxelprop.emline_gew_ivar_neiii_3869,False,emline_gew_ivar_neiii_3869,Emline_Gew_Ivar_Neiii_3869,mangadapdb,spaxelprop6,emline_gew_ivar_neiii_3869,False
Emission Lines,spaxelprop.emline_gew_ivar_neiii_3968,False,emline_gew_ivar_neiii_3968,Emline_Gew_Ivar_Neiii_3968,mangadapdb,spaxelprop6,emline_gew_ivar_neiii_3968,False
Emission Lines,spaxelprop.emline_gew_ivar_nii_6549,False,emline_gew_ivar_nii_6549,Emline_Gew_Ivar_Nii_6549,mangadapdb,spaxelprop6,emline_gew_ivar_nii_6549,False
Emission Lines,spaxelprop.emline_gew_ivar_nii_6585,False,emline_gew_ivar_nii_6585,Emline_Gew_Ivar_Nii_6585,mangadapdb,spaxelprop6,emline_gew_ivar_nii_6585,False
Emission Lines,spaxelprop.emline_gew_ivar_oi_6302,False,emline_gew_ivar_oi_6302,Emline_Gew_Ivar_Oi_6302,mangadapdb,spaxelprop6,emline_gew_ivar_oi_6302,False
Emission Lines,spaxelprop.emline_gew_ivar_oi_6365,False,emline_gew_ivar_oi_6365,Emline_Gew_Ivar_Oi_6365,mangadapdb,spaxelprop6,emline_gew_ivar_oi_6365,False
Emission Lines,spaxelprop.emline_gew_ivar_oii_3727,False,emline_gew_ivar_oii_3727,Emline_Gew_Ivar_Oii_3727,mangadapdb,spaxelprop6,emline_gew_ivar_oii_3727,False
Emission Lines,spaxelprop.emline_gew_ivar_oii_3729,False,emline_gew_ivar_oii_3729,Emline_Gew_Ivar_Oii_3729,mangadapdb,spaxelprop6,emline_gew_ivar_oii_3729,False
Emission Lines,spaxelprop.emline_gew_ivar_oiii_4960,False,emline_gew_ivar_oiii_4960,Emline_Gew_Ivar_Oiii_4960,mangadapdb,spaxelprop6,emline_gew_ivar_oiii_4960,False
Emission Lines,spaxelprop.emline_gew_ivar_oiii_5008,False,emline_gew_ivar_oiii_5008,Emline_Gew_Ivar_Oiii_5008,mangadapdb,spaxelprop6,emline_gew_ivar_oiii_5008,False
Emission Lines,spaxelprop.emline_gew_ivar_sii_6718,False,emline_gew_ivar_sii_6718,Emline_Gew_Ivar_Sii_6718,mangadapdb,spaxelprop6,emline_gew_ivar_sii_6718,False
Emission Lines,spaxelprop.emline_gew_ivar_sii_6732,False,emline_gew_ivar_sii_6732,Emline_Gew_Ivar_Sii_6732,mangadapdb,spaxelprop6,emline_gew_ivar_sii_6732,False
Emission Lines,spaxelprop.emline_gew_mask_ha_6564,False,emline_gew_mask_ha_6564,Emline_Gew_Mask_Ha_6564,mangadapdb,spaxelprop6,emline_gew_mask_ha_6564,False
Emission Lines,spaxelprop.emline_gew_mask_hb_4862,False,emline_gew_mask_hb_4862,Emline_Gew_Mask_Hb_4862,mangadapdb,spaxelprop6,emline_gew_mask_hb_4862,False
Emission Lines,spaxelprop.emline_gew_mask_hdel_4102,False,emline_gew_mask_hdel_4102,Emline_Gew_Mask_Hdel_4102,mangadapdb,spaxelprop6,emline_gew_mask_hdel_4102,False
Emission Lines,spaxelprop.emline_gew_mask_hei_5877,False,emline_gew_mask_hei_5877,Emline_Gew_Mask_Hei_5877,mangadapdb,spaxelprop6,emline_gew_mask_hei_5877,False
Emission Lines,spaxelprop.emline_gew_mask_heii_4687,False,emline_gew_mask_heii_4687,Emline_Gew_Mask_Heii_4687,mangadapdb,spaxelprop6,emline_gew_mask_heii_4687,False
Emission Lines,spaxelprop.emline_gew_mask_heps_3971,False,emline_gew_mask_heps_3971,Emline_Gew_Mask_Heps_3971,mangadapdb,spaxelprop6,emline_gew_mask_heps_3971,False
Emission Lines,spaxelprop.emline_gew_mask_heta_3836,False,emline_gew_mask_heta_3836,Emline_Gew_Mask_Heta_3836,mangadapdb,spaxelprop6,emline_gew_mask_heta_3836,False
Emission Lines,spaxelprop.emline_gew_mask_hgam_4341,False,emline_gew_mask_hgam_4341,Emline_Gew_Mask_Hgam_4341,mangadapdb,spaxelprop6,emline_gew_mask_hgam_4341,False
Emission Lines,spaxelprop.emline_gew_mask_hthe_3798,False,emline_gew_mask_hthe_3798,Emline_Gew_Mask_Hthe_3798,mangadapdb,spaxelprop6,emline_gew_mask_hthe_3798,False
Emission Lines,spaxelprop.emline_gew_mask_hzet_3890,False,emline_gew_mask_hzet_3890,Emline_Gew_Mask_Hzet_3890,mangadapdb,spaxelprop6,emline_gew_mask_hzet_3890,False
Emission Lines,spaxelprop.emline_gew_mask_neiii_3869,False,emline_gew_mask_neiii_3869,Emline_Gew_Mask_Neiii_3869,mangadapdb,spaxelprop6,emline_gew_mask_neiii_3869,False
Emission Lines,spaxelprop.emline_gew_mask_neiii_3968,False,emline_gew_mask_neiii_3968,Emline_Gew_Mask_Neiii_3968,mangadapdb,spaxelprop6,emline_gew_mask_neiii_3968,False
Emission Lines,spaxelprop.emline_gew_mask_nii_6549,False,emline_gew_mask_nii_6549,Emline_Gew_Mask_Nii_6549,mangadapdb,spaxelprop6,emline_gew_mask_nii_6549,False
Emission Lines,spaxelprop.emline_gew_mask_nii_6585,False,emline_gew_mask_nii_6585,Emline_Gew_Mask_Nii_6585,mangadapdb,spaxelprop6,emline_gew_mask_nii_6585,False
Emission Lines,spaxelprop.emline_gew_mask_oi_6302,False,emline_gew_mask_oi_6302,Emline_Gew_Mask_Oi_6302,mangadapdb,spaxelprop6,emline_gew_mask_oi_6302,False
Emission Lines,spaxelprop.emline_gew_mask_oi_6365,False,emline_gew_mask_oi_6365,Emline_Gew_Mask_Oi_6365,mangadapdb,spaxelprop6,emline_gew_mask_oi_6365,False
Emission Lines,spaxelprop.emline_gew_mask_oii_3727,False,emline_gew_mask_oii_3727,Emline_Gew_Mask_Oii_3727,mangadapdb,spaxelprop6,emline_gew_mask_oii_3727,False
Emission Lines,spaxelprop.emline_gew_mask_oii_3729,False,emline_gew_mask_oii_3729,Emline_Gew_Mask_Oii_3729,mangadapdb,spaxelprop6,emline_gew_mask_oii_3729,False
Emission Lines,spaxelprop.emline_gew_mask_oiii_4960,False,emline_gew_mask_oiii_4960,Emline_Gew_Mask_Oiii_4960,mangadapdb,spaxelprop6,emline_gew_mask_oiii_4960,False
Emission Lines,spaxelprop.emline_gew_mask_oiii_5008,False,emline_gew_mask_oiii_5008,Emline_Gew_Mask_Oiii_5008,mangadapdb,spaxelprop6,emline_gew_mask_oiii_5008,False
Emission Lines,spaxelprop.emline_gew_mask_sii_6718,False,emline_gew_mask_sii_6718,Emline_Gew_Mask_Sii_6718,mangadapdb,spaxelprop6,emline_gew_mask_sii_6718,False
Emission Lines,spaxelprop.emline_gew_mask_sii_6732,False,emline_gew_mask_sii_6732,Emline_Gew_Mask_Sii_6732,mangadapdb,spaxelprop6,emline_gew_mask_sii_6732,False
Emission Lines,spaxelprop.emline_gew_neiii_3869,False,emline_gew_neiii_3869,Emline_Gew_Neiii_3869,mangadapdb,spaxelprop6,emline_gew_neiii_3869,False
Emission Lines,spaxelprop.emline_gew_neiii_3968,False,emline_gew_neiii_3968,Emline_Gew_Neiii_3968,mangadapdb,spaxelprop6,emline_gew_neiii_3968,False
Emission Lines,spaxelprop.emline_gew_nii_6549,False,emline_gew_nii_6549,Emline_Gew_Nii_6549,mangadapdb,spaxelprop6,emline_gew_nii_6549,False
Emission Lines,spaxelprop.emline_gew_nii_6585,False,emline_gew_nii_6585,Emline_Gew_Nii_6585,mangadapdb,spaxelprop6,emline_gew_nii_6585,False
Emission Lines,spaxelprop.emline_gew_oi_6302,False,emline_gew_oi_6302,Emline_Gew_Oi_6302,mangadapdb,spaxelprop6,emline_gew_oi_6302,False
Emission Lines,spaxelprop.emline_gew_oi_6365,False,emline_gew_oi_6365,Emline_Gew_Oi_6365,mangadapdb,spaxelprop6,emline_gew_oi_6365,False
Emission Lines,spaxelprop.emline_gew_oii_3727,False,emline_gew_oii_3727,Emline_Gew_Oii_3727,mangadapdb,spaxelprop6,emline_gew_oii_3727,False
Emission Lines,spaxelprop.emline_gew_oii_3729,False,emline_gew_oii_3729,Emline_Gew_Oii_3729,mangadapdb,spaxelprop6,emline_gew_oii_3729,False
Emission Lines,spaxelprop.emline_gew_oiii_4960,False,emline_gew_oiii_4960,Emline_Gew_Oiii_4960,mangadapdb,spaxelprop6,emline_gew_oiii_4960,False
Emission Lines,spaxelprop.emline_gew_oiii_5008,False,emline_gew_oiii_5008,Emline_Gew_Oiii_5008,mangadapdb,spaxelprop6,emline_gew_oiii_5008,False
Emission Lines,spaxelprop.emline_gew_sii_6718,False,emline_gew_sii_6718,Emline_Gew_Sii_6718,mangadapdb,spaxelprop6,emline_gew_sii_6718,False
Emission Lines,spaxelprop.emline_gew_sii_6732,False,emline_gew_sii_6732,Emline_Gew_Sii_6732,mangadapdb,spaxelprop6,emline_gew_sii_6732,False
Emission Lines,spaxelprop.emline_gflux_hdel_4102,False,emline_gflux_hdel_4102,Emline_Gflux_Hdel_4102,mangadapdb,spaxelprop6,emline_gflux_hdel_4102,False
Emission Lines,spaxelprop.emline_gflux_hei_5877,False,emline_gflux_hei_5877,Emline_Gflux_Hei_5877,mangadapdb,spaxelprop6,emline_gflux_hei_5877,False
Emission Lines,spaxelprop.emline_gflux_heii_4687,False,emline_gflux_heii_4687,Emline_Gflux_Heii_4687,mangadapdb,spaxelprop6,emline_gflux_heii_4687,False
Emission Lines,spaxelprop.emline_gflux_heps_3971,False,emline_gflux_heps_3971,Emline_Gflux_Heps_3971,mangadapdb,spaxelprop6,emline_gflux_heps_3971,False
Emission Lines,spaxelprop.emline_gflux_heta_3836,False,emline_gflux_heta_3836,Emline_Gflux_Heta_3836,mangadapdb,spaxelprop6,emline_gflux_heta_3836,False
Emission Lines,spaxelprop.emline_gflux_hgam_4341,False,emline_gflux_hgam_4341,Emline_Gflux_Hgam_4341,mangadapdb,spaxelprop6,emline_gflux_hgam_4341,False
Emission Lines,spaxelprop.emline_gflux_hthe_3798,False,emline_gflux_hthe_3798,Emline_Gflux_Hthe_3798,mangadapdb,spaxelprop6,emline_gflux_hthe_3798,False
Emission Lines,spaxelprop.emline_gflux_hzet_3890,False,emline_gflux_hzet_3890,Emline_Gflux_Hzet_3890,mangadapdb,spaxelprop6,emline_gflux_hzet_3890,False
Emission Lines,spaxelprop.emline_gflux_ivar_ha_6564,False,emline_gflux_ivar_ha_6564,Emline_Gflux_Ivar_Ha_6564,mangadapdb,spaxelprop6,emline_gflux_ivar_ha_6564,False
Emission Lines,spaxelprop.emline_gflux_ivar_hb_4862,False,emline_gflux_ivar_hb_4862,Emline_Gflux_Ivar_Hb_4862,mangadapdb,spaxelprop6,emline_gflux_ivar_hb_4862,False
Emission Lines,spaxelprop.emline_gflux_ivar_hdel_4102,False,emline_gflux_ivar_hdel_4102,Emline_Gflux_Ivar_Hdel_4102,mangadapdb,spaxelprop6,emline_gflux_ivar_hdel_4102,False
Emission Lines,spaxelprop.emline_gflux_ivar_hei_5877,False,emline_gflux_ivar_hei_5877,Emline_Gflux_Ivar_Hei_5877,mangadapdb,spaxelprop6,emline_gflux_ivar_hei_5877,False
Emission Lines,spaxelprop.emline_gflux_ivar_heii_4687,False,emline_gflux_ivar_heii_4687,Emline_Gflux_Ivar_Heii_4687,mangadapdb,spaxelprop6,emline_gflux_ivar_heii_4687,False
Emission Lines,spaxelprop.emline_gflux_ivar_heps_3971,False,emline_gflux_ivar_heps_3971,Emline_Gflux_Ivar_Heps_3971,mangadapdb,spaxelprop6,emline_gflux_ivar_heps_3971,False
Emission Lines,spaxelprop.emline_gflux_ivar_heta_3836,False,emline_gflux_ivar_heta_3836,Emline_Gflux_Ivar_Heta_3836,mangadapdb,spaxelprop6,emline_gflux_ivar_heta_3836,False
Emission Lines,spaxelprop.emline_gflux_ivar_hgam_4341,False,emline_gflux_ivar_hgam_4341,Emline_Gflux_Ivar_Hgam_4341,mangadapdb,spaxelprop6,emline_gflux_ivar_hgam_4341,False
Emission Lines,spaxelprop.emline_gflux_ivar_hthe_3798,False,emline_gflux_ivar_hthe_3798,Emline_Gflux_Ivar_Hthe_3798,mangadapdb,spaxelprop6,emline_gflux_ivar_hthe_3798,False
Emission Lines,spaxelprop.emline_gflux_ivar_hzet_3890,False,emline_gflux_ivar_hzet_3890,Emline_Gflux_Ivar_Hzet_3890,mangadapdb,spaxelprop6,emline_gflux_ivar_hzet_3890,False
Emission Lines,spaxelprop.emline_gflux_ivar_neiii_3869,False,emline_gflux_ivar_neiii_3869,Emline_Gflux_Ivar_Neiii_3869,mangadapdb,spaxelprop6,emline_gflux_ivar_neiii_3869,False
Emission Lines,spaxelprop.emline_gflux_ivar_neiii_3968,False,emline_gflux_ivar_neiii_3968,Emline_Gflux_Ivar_Neiii_3968,mangadapdb,spaxelprop6,emline_gflux_ivar_neiii_3968,False
Emission Lines,spaxelprop.emline_gflux_ivar_nii_6549,False,emline_gflux_ivar_nii_6549,Emline_Gflux_Ivar_Nii_6549,mangadapdb,spaxelprop6,emline_gflux_ivar_nii_6549,False
Emission Lines,spaxelprop.emline_gflux_ivar_nii_6585,False,emline_gflux_ivar_nii_6585,Emline_Gflux_Ivar_Nii_6585,mangadapdb,spaxelprop6,emline_gflux_ivar_nii_6585,False
Emission Lines,spaxelprop.emline_gflux_ivar_oi_6302,False,emline_gflux_ivar_oi_6302,Emline_Gflux_Ivar_Oi_6302,mangadapdb,spaxelprop6,emline_gflux_ivar_oi_6302,False
Emission Lines,spaxelprop.emline_gflux_ivar_oi_6365,False,emline_gflux_ivar_oi_6365,Emline_Gflux_Ivar_Oi_6365,mangadapdb,spaxelprop6,emline_gflux_ivar_oi_6365,False
Emission Lines,spaxelprop.emline_gflux_ivar_oii_3727,False,emline_gflux_ivar_oii_3727,Emline_Gflux_Ivar_Oii_3727,mangadapdb,spaxelprop6,emline_gflux_ivar_oii_3727,False
Emission Lines,spaxelprop.emline_gflux_ivar_oii_3729,False,emline_gflux_ivar_oii_3729,Emline_Gflux_Ivar_Oii_3729,mangadapdb,spaxelprop6,emline_gflux_ivar_oii_3729,False
Emission Lines,spaxelprop.emline_gflux_ivar_oiii_4960,False,emline_gflux_ivar_oiii_4960,Emline_Gflux_Ivar_Oiii_4960,mangadapdb,spaxelprop6,emline_gflux_ivar_oiii_4960,False
Emission Lines,spaxelprop.emline_gflux_ivar_oiii_5008,False,emline_gflux_ivar_oiii_5008,Emline_Gflux_Ivar_Oiii_5008,mangadapdb,spaxelprop6,emline_gflux_ivar_oiii_5008,False
Emission Lines,spaxelprop.emline_gflux_ivar_sii_6718,False,emline_gflux_ivar_sii_6718,Emline_Gflux_Ivar_Sii_6718,mangadapdb,spaxelprop6,emline_gflux_ivar_sii_6718,False
Emission Lines,spaxelprop.emline_gflux_ivar_sii_6732,False,emline_gflux_ivar_sii_6732,Emline_Gflux_Ivar_Sii_6732,mangadapdb,spaxelprop6,emline_gflux_ivar_sii_6732,False
Emission Lines,spaxelprop.emline_gflux_mask_ha_6564,False,emline_gflux_mask_ha_6564,Emline_Gflux_Mask_Ha_6564,mangadapdb,spaxelprop6,emline_gflux_mask_ha_6564,False
Emission Lines,spaxelprop.emline_gflux_mask_hb_4862,False,emline_gflux_mask_hb_4862,Emline_Gflux_Mask_Hb_4862,mangadapdb,spaxelprop6,emline_gflux_mask_hb_4862,False
Emission Lines,spaxelprop.emline_gflux_mask_hdel_4102,False,emline_gflux_mask_hdel_4102,Emline_Gflux_Mask_Hdel_4102,mangadapdb,spaxelprop6,emline_gflux_mask_hdel_4102,False
Emission Lines,spaxelprop.emline_gflux_mask_hei_5877,False,emline_gflux_mask_hei_5877,Emline_Gflux_Mask_Hei_5877,mangadapdb,spaxelprop6,emline_gflux_mask_hei_5877,False
Emission Lines,spaxelprop.emline_gflux_mask_heii_4687,False,emline_gflux_mask_heii_4687,Emline_Gflux_Mask_Heii_4687,mangadapdb,spaxelprop6,emline_gflux_mask_heii_4687,False
Emission Lines,spaxelprop.emline_gflux_mask_heps_3971,False,emline_gflux_mask_heps_3971,Emline_Gflux_Mask_Heps_3971,mangadapdb,spaxelprop6,emline_gflux_mask_heps_3971,False
Emission Lines,spaxelprop.emline_gflux_mask_heta_3836,False,emline_gflux_mask_heta_3836,Emline_Gflux_Mask_Heta_3836,mangadapdb,spaxelprop6,emline_gflux_mask_heta_3836,False
Emission Lines,spaxelprop.emline_gflux_mask_hgam_4341,False,emline_gflux_mask_hgam_4341,Emline_Gflux_Mask_Hgam_4341,mangadapdb,spaxelprop6,emline_gflux_mask_hgam_4341,False
Emission Lines,spaxelprop.emline_gflux_mask_hthe_3798,False,emline_gflux_mask_hthe_3798,Emline_Gflux_Mask_Hthe_3798,mangadapdb,spaxelprop6,emline_gflux_mask_hthe_3798,False
Emission Lines,spaxelprop.emline_gflux_mask_hzet_3890,False,emline_gflux_mask_hzet_3890,Emline_Gflux_Mask_Hzet_3890,mangadapdb,spaxelprop6,emline_gflux_mask_hzet_3890,False
Emission Lines,spaxelprop.emline_gflux_mask_neiii_3869,False,emline_gflux_mask_neiii_3869,Emline_Gflux_Mask_Neiii_3869,mangadapdb,spaxelprop6,emline_gflux_mask_neiii_3869,False
Emission Lines,spaxelprop.emline_gflux_mask_neiii_3968,False,emline_gflux_mask_neiii_3968,Emline_Gflux_Mask_Neiii_3968,mangadapdb,spaxelprop6,emline_gflux_mask_neiii_3968,False
Emission Lines,spaxelprop.emline_gflux_mask_nii_6549,False,emline_gflux_mask_nii_6549,Emline_Gflux_Mask_Nii_6549,mangadapdb,spaxelprop6,emline_gflux_mask_nii_6549,False
Emission Lines,spaxelprop.emline_gflux_mask_nii_6585,False,emline_gflux_mask_nii_6585,Emline_Gflux_Mask_Nii_6585,mangadapdb,spaxelprop6,emline_gflux_mask_nii_6585,False
Emission Lines,spaxelprop.emline_gflux_mask_oi_6302,False,emline_gflux_mask_oi_6302,Emline_Gflux_Mask_Oi_6302,mangadapdb,spaxelprop6,emline_gflux_mask_oi_6302,False
Emission Lines,spaxelprop.emline_gflux_mask_oi_6365,False,emline_gflux_mask_oi_6365,Emline_Gflux_Mask_Oi_6365,mangadapdb,spaxelprop6,emline_gflux_mask_oi_6365,False
Emission Lines,spaxelprop.emline_gflux_mask_oii_3727,False,emline_gflux_mask_oii_3727,Emline_Gflux_Mask_Oii_3727,mangadapdb,spaxelprop6,emline_gflux_mask_oii_3727,False
Emission Lines,spaxelprop.emline_gflux_mask_oii_3729,False,emline_gflux_mask_oii_3729,Emline_Gflux_Mask_Oii_3729,mangadapdb,spaxelprop6,emline_gflux_mask_oii_3729,False
Emission Lines,spaxelprop.emline_gflux_mask_oiii_4960,False,emline_gflux_mask_oiii_4960,Emline_Gflux_Mask_Oiii_4960,mangadapdb,spaxelprop6,emline_gflux_mask_oiii_4960,False
Emission Lines,spaxelprop.emline_gflux_mask_oiii_5008,False,emline_gflux_mask_oiii_5008,Emline_Gflux_Mask_Oiii_5008,mangadapdb,spaxelprop6,emline_gflux_mask_oiii_5008,False
Emission Lines,spaxelprop.emline_gflux_mask_sii_6718,False,emline_gflux_mask_sii_6718,Emline_Gflux_Mask_Sii_6718,mangadapdb,spaxelprop6,emline_gflux_mask_sii_6718,False
Emission Lines,spaxelprop.emline_gflux_mask_sii_6732,False,emline_gflux_mask_sii_6732,Emline_Gflux_Mask_Sii_6732,mangadapdb,spaxelprop6,emline_gflux_mask_sii_6732,False
Emission Lines,spaxelprop.emline_gflux_neiii_3869,False,emline_gflux_neiii_3869,Emline_Gflux_Neiii_3869,mangadapdb,spaxelprop6,emline_gflux_neiii_3869,False
Emission Lines,spaxelprop.emline_gflux_neiii_3968,False,emline_gflux_neiii_3968,Emline_Gflux_Neiii_3968,mangadapdb,spaxelprop6,emline_gflux_neiii_3968,False
Emission Lines,spaxelprop.emline_gflux_oi_6302,False,emline_gflux_oi_6302,Emline_Gflux_Oi_6302,mangadapdb,spaxelprop6,emline_gflux_oi_6302,False
Emission Lines,spaxelprop.emline_gflux_oi_6365,False,emline_gflux_oi_6365,Emline_Gflux_Oi_6365,mangadapdb,spaxelprop6,emline_gflux_oi_6365,False
Emission Lines,spaxelprop.emline_gflux_oii_3727,False,emline_gflux_oii_3727,Emline_Gflux_Oii_3727,mangadapdb,spaxelprop6,emline_gflux_oii_3727,False
Emission Lines,spaxelprop.emline_gflux_oii_3729,False,emline_gflux_oii_3729,Emline_Gflux_Oii_3729,mangadapdb,spaxelprop6,emline_gflux_oii_3729,False
Emission Lines,spaxelprop.emline_gsigma_hb_4862,False,emline_gsigma_hb_4862,Emline_Gsigma_Hb_4862,mangadapdb,spaxelprop6,emline_gsigma_hb_4862,False
Emission Lines,spaxelprop.emline_gsigma_hdel_4102,False,emline_gsigma_hdel_4102,Emline_Gsigma_Hdel_4102,mangadapdb,spaxelprop6,emline_gsigma_hdel_4102,False
Emission Lines,spaxelprop.emline_gsigma_hei_5877,False,emline_gsigma_hei_5877,Emline_Gsigma_Hei_5877,mangadapdb,spaxelprop6,emline_gsigma_hei_5877,False
